MPNKEY,MANUFACTURER,MANUCODE,MPN,OOMPIDPARTIAL,OOMPID,LINK,DESCRIPTION,TAGS
MPN-C-4UCON-17577,4Ucon Online Connectors,C-4UCON,17577,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17577,DC JACK SMT 90°1.0Φ LEFT TYPE　,[]
MPN-C-4UCON-22165,4Ucon Online Connectors,C-4UCON,22165,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22165,DC JACK SMT 90°1.3Φ  LEFT TYPE “ 5 METAL TAB” A TYPE 1000PCS/REEL　,[]
MPN-C-4UCON-18905,4Ucon Online Connectors,C-4UCON,18905,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18905,DC PLUG ASSEMBLY TYPE1.1Φ OD=3.5Φ L=42.6MM CONTACT L=9.0　,[]
MPN-C-4UCON-20289,4Ucon Online Connectors,C-4UCON,20289,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20289,DC PLUG ASSEMBLY TYPE1.35Φ OD=3.5Φ  L=44.0MM CONTACT L=9.0　,[]
MPN-C-4UCON-20400,4Ucon Online Connectors,C-4UCON,20400,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20400,DC PLUG ASSEMBLY TYPE2.0Φ OD=5.5Φ   L=22.5MM SLEEVE L=34MM　,[]
MPN-C-4UCON-10975,4Ucon Online Connectors,C-4UCON,10975,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10975,DC PLUG ASSEMBLY TYPE2.1Φ OD=5.5Φ L=20.5MM SLEEVE L=32.0MM ROUND S.R.　,[]
MPN-C-4UCON-20126,4Ucon Online Connectors,C-4UCON,20126,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20126,AC POWER MALE INLET 3P SQUARE PIN 4.0MM SQUARE BODY TYPE　,[]
MPN-C-4UCON-19149,4Ucon Online Connectors,C-4UCON,19149,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19149,AC POWER MALE 02P INLET DIP 90° BLACK INSULATOR WITH LATCH　,[]
MPN-C-4UCON-19337,4Ucon Online Connectors,C-4UCON,19337,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19337,AC POWER MALE AC POWER JACK MALE 03P DIP 180° SQUARE TYPE BLACK INSULATOR　,[]
MPN-C-4UCON-21578,4Ucon Online Connectors,C-4UCON,21578,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21578,AC POWER MALE 02P DIP 90°  H=15.0MM BLACK INSULATOR (SMALL BOX)　,[]
MPN-C-4UCON-22294,4Ucon Online Connectors,C-4UCON,22294,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22294,AC POWER MALE 7.00   3P DIP 90° BLACK INSULAOTR (BAG)　,[]
MPN-C-4UCON-22103,4Ucon Online Connectors,C-4UCON,22103,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22103,DC JACK SMT 180° 2.0Φ  WITH MYLAR TYPE TAPE&REEL 150PCS/REEL　,[]
MPN-C-4UCON-05543,4Ucon Online Connectors,C-4UCON,05543,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05543,3.5Φ EARPHONE JACK HEIGHT:6.5MM,[]
MPN-C-4UCON-05544,4Ucon Online Connectors,C-4UCON,05544,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05544,3.5Φ EARPHONE JACK HEIGHT:6.5MM,[]
MPN-C-4UCON-05545,4Ucon Online Connectors,C-4UCON,05545,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05545,3.5Φ EARPHONE JACK HEIGHT:5.0MM STEREO,[]
MPN-C-4UCON-08779,4Ucon Online Connectors,C-4UCON,08779,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08779,3.5Φ EARPHONE JACK HEIGHT:5.0MM STEREO,[]
MPN-C-4UCON-08780,4Ucon Online Connectors,C-4UCON,08780,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08780,3.5Φ EARPHONE JACK HEIGHT:5.0MM STEREO,[]
MPN-C-4UCON-21870,4Ucon Online Connectors,C-4UCON,21870,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21870,3.5Φ EARPHONE JACK HEIGHT:12.3MM,[]
MPN-C-4UCON-21684,4Ucon Online Connectors,C-4UCON,21684,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21684,3.5Φ EARPHONE JACK HEIGHT:12.3MM,[]
MPN-C-4UCON-19726,4Ucon Online Connectors,C-4UCON,19726,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19726,2.5Φ EARPHONE JACK DIP 90°04P WITH POST POST DISTANCE=6.5+0MM STEREO BUSHING=4.0MM BLACK INSULATOR SILVER PLATED　,[]
MPN-C-4UCON-21307,4Ucon Online Connectors,C-4UCON,21307,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21307,2.5Φ EARPHONE JACK DIP 90°03P WITH POST POST DISTANCE=5.5+0MM STEREO BUSHING=4.9MM BLACK INSULATOR SILVER PLATED　,[]
MPN-C-4UCON-21176,4Ucon Online Connectors,C-4UCON,21176,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21176,2.5Φ EARPHONE JACK SMT 90°DENT TYPE 6P WITHOUT POST H=2.0MM L=12.0MM STERO  TAPE&REEL 1000PCS/REEL　,[]
MPN-C-4UCON-20145,4Ucon Online Connectors,C-4UCON,20145,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20145,2.5Φ EARPHONE JACK SMT 90°05P H=2.5 STEREO PLASTIC BUSHING 2POST 4.5+4.5 BLACK INSULATOR TAPE&REEL 700PCS/REEL　,[]
MPN-C-4UCON-18900,4Ucon Online Connectors,C-4UCON,18900,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18900,2.5Φ EARPHONE JACK SMT 90°3P STEREO POST PRINT=4.5+6.0MM 2POST SILVER PLATED TAPE&REEL 1000PCS/REEL　,[]
MPN-C-4UCON-18901,4Ucon Online Connectors,C-4UCON,18901,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18901,2.5Φ EARPHONE JACK SMT 90°4P STEREO POST PRINT=4.5+6.0MM 2POST SILVER PLATED TAPE&REEL 1000PCS/REEL　,[]
MPN-C-4UCON-18902,4Ucon Online Connectors,C-4UCON,18902,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18902,2.5Φ EARPHONE JACK SMT 90°03P STEREO POST DISTANCE=4.0+4.0 GOLD PLATED BLACK INSULATOR TAPE&REEL 1K/REEL　,[]
MPN-C-4UCON-18903,4Ucon Online Connectors,C-4UCON,18903,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18903,2.5Φ EARPHONE JACK SMT 90°4P STEREO POST DISTANCE=4.0MM+4.0MM GOLD PLATED BLACK INSULATOR TAPE&REEL 1K/REEL　,[]
MPN-C-4UCON-17109,4Ucon Online Connectors,C-4UCON,17109,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17109,2.5Φ EARPHONE JACK SMT 90°03P MONO POST DISTANCE=4.0+4.0 GOLD PLATED BLACK INSULATOR TAPE&REEL 1K/REEL　,[]
MPN-C-4UCON-12914,4Ucon Online Connectors,C-4UCON,12914,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=12914,2.5Φ EARPHONE JACK SMT 90°STEREO 3P POST PRINT=2.2+4.5MM 2POST GOLD FLASH TAPE&REEL 1000PCS/REEL　,[]
MPN-C-4UCON-12917,4Ucon Online Connectors,C-4UCON,12917,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=12917,2.5Φ EARPHONE JACK SMT 90°STEREO 5P POST PRINT=2.2+4.5MM 2POST GOLD FLASH TAPE&REEL 1000PCS/REEL　,[]
MPN-C-4UCON-15932,4Ucon Online Connectors,C-4UCON,15932,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15932,2.5Φ EARPHONE JACK SMT 90°6P STEREO POST DISTANCE=4.3+5.0MM GOLD FLASH TAPE&REEL 1000PCS/REEL　,[]
MPN-C-4UCON-15497,4Ucon Online Connectors,C-4UCON,15497,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15497,3.5Φ EARPHONE JACK DIP STRAIGHT05PIN STEREO BLACK H=15MM　,[]
MPN-C-4UCON-20121,4Ucon Online Connectors,C-4UCON,20121,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20121,3.5Φ EARPHONE JACK DIP STRAIGHT04P DIP 180° H=17.5MM BUSHING WITH THREADED STEREO BLACK INSULATOR　,[]
MPN-C-4UCON-20608,4Ucon Online Connectors,C-4UCON,20608,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20608,3.5Φ EARPHONE JACK DIP 90°04P H=1.8MM STEREO WITH POST L=14MM BLACK INSULATOR GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-18894,4Ucon Online Connectors,C-4UCON,18894,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18894,3.5Φ EARPHONE JACK DIP 90°5P CENTER LINE=2.5 STEREO PLASTIC BUSHING 2POST 6.0+7　,[]
MPN-C-4UCON-18895,4Ucon Online Connectors,C-4UCON,18895,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18895,3.5Φ EARPHONE JACK DIP 90°4P H=2.5MM STEREO PLASTIC  BUSHING 2POST 3.5+7.0MM BLACK INSULATOR  WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-18898,4Ucon Online Connectors,C-4UCON,18898,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18898,3.5Φ EARPHONE JACK DIP 90°4P CENTER LINE=2.5 STEREO PLASTIC BUSHING 2POST 3.6+7 (1 BAG=1K)　,[]
MPN-C-4UCON-18899,4Ucon Online Connectors,C-4UCON,18899,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18899,3.5Φ EARPHONE JACK DIP 90°4P H=3.0MM STEREO PLASTIC BUSHING 2POST 4.5+7　,[]
MPN-C-4UCON-13366,4Ucon Online Connectors,C-4UCON,13366,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=13366,3.5Φ EARPHONE JACK DIP 90°05P  H=2.5MM STEREO  PLASTIC BUSHING 2 POST=6.0+7.0MM BLACK  INSULATOR  WITHSTAN  HIGH  TEMPERATURE　,[]
MPN-C-4UCON-22258,4Ucon Online Connectors,C-4UCON,22258,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22258,3.5Φ EARPHONE JACK DIP 90°04P  H=3.0MM STEREO PLASTIC BUSHING 2POST 4.5+7.0MM WITHOUT KINK BLACK INSULATOR  WITH MYLAR  WITHSTAND HIGH TEMPERATURE  TAPE&REEL 500PCS/REEL  　,[]
MPN-C-4UCON-22282,4Ucon Online Connectors,C-4UCON,22282,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22282,3.5Φ EARPHONE JACK DIP 90°03P WITH POST L=14.5MM STEREO PLASTIC BUSHING A TYPE BLACK INSULATOR  WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-18728,4Ucon Online Connectors,C-4UCON,18728,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18728,3.5 PHONE JACK SMT 90°5P CENTER=2.2MM STEREO POST DISTANCE=5.0+6.0MM BLACK INSULATOR TAPE&REEL 1000PCS/REE　,[]
MPN-C-4UCON-18510,4Ucon Online Connectors,C-4UCON,18510,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18510,3.5 PHONE JACK SMT 90°4P  H=2.0MM STEREO FOR 4POLES PLUG BLACK INSULATOR TAPE&REEL 1000PCS/REEL　,[]
MPN-C-4UCON-20153,4Ucon Online Connectors,C-4UCON,20153,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20153,3.5 PHONE JACK SMT 90°04P H=2.5MM STEREO PLASTIC BUSHING 2POST=3.6+7.0MM BLACK INSULATOR TAPE&REEL 600PCS/REEL　,[]
MPN-C-4UCON-20154,4Ucon Online Connectors,C-4UCON,20154,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20154,3.5 PHONE JACK SMT 90°04P H=2.5MM STEREO PLASTIC BUSHING 2POST 6+7(FOR 4POLES PLUG) BLACK INSULATPOR TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-20160,4Ucon Online Connectors,C-4UCON,20160,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20160,3.5 PHONE JACK SMT 90°03P H=2.5MM STEREO PLASTIC BUSHING 2POST 6.0+7 (FOR 4POLES PLUG) BLACK INSULATOR TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-20161,4Ucon Online Connectors,C-4UCON,20161,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20161,3.5 PHONE JACK SMT 90°05P H=2.5MM STEREO PLASTIC BUSHING 2POST 6.0+7 (FOR 4POLES PLUG) BLACK INSULATOR TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-20162,4Ucon Online Connectors,C-4UCON,20162,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20162,3.5 PHONE JACK SMT 90°05P H=2.5MM STEREO PLASTIC BUSHING 2POST 6.0+7 (FOR 4POLES PLUG) BLACK INSULATOR TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-20163,4Ucon Online Connectors,C-4UCON,20163,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20163,3.5 PHONE JACK SMT 90°05P H=2.5MM STEREO PLASTIC BUSHING 2POST 6.0+7 (FOR 4POLES PLUG) BLACK INSULATOR TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-20164,4Ucon Online Connectors,C-4UCON,20164,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20164,3.5 PHONE JACK SMT 90°06P H=2.5MM STEREO PLASTIC BUSHING 2POST 6.0+7 (FOR 4POLES PLUG) BLACK INSULATOR TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-19267,4Ucon Online Connectors,C-4UCON,19267,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19267,3.5 PHONE JACK SMT 90°3P H=2.5MM STEREO PLASTIC BUSHING 2POST=6+7MM TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-19268,4Ucon Online Connectors,C-4UCON,19268,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19268,3.5 PHONE JACK SMT 90°4PH=2.5MM STEREO PLASTIC BUSHING 2POST=6+7MM TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-19269,4Ucon Online Connectors,C-4UCON,19269,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19269,3.5 PHONE JACK SMT 90°5P H=2.5MM STEREO PLASTIC BUSHING 2POST=6+7MM TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-19621,4Ucon Online Connectors,C-4UCON,19621,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19621,3.5 PHONE JACK SMT 90°6P CENTER H=2.0MM STEREO FOR 4POLES PLUG BLACK INSULATOR TAPE&REEL 1000PCS/REEL　,[]
MPN-C-4UCON-19628,4Ucon Online Connectors,C-4UCON,19628,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19628,3.5 PHONE JACK SMT 90°H=2.5MM STEREO 4P PLASTIC BUSHING 2POST 6+7 TAPE&REEL 800PCS/REEL　,[]
MPN-C-4UCON-20138,4Ucon Online Connectors,C-4UCON,20138,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20138,3.5Φ EARPHONE PLUG4PIN MOLDING TYPE STEREO L=26.6MM　,[]
MPN-C-4UCON-20635,4Ucon Online Connectors,C-4UCON,20635,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20635,3.5Φ EARPHONE PLUG3P ASSEMBLY TYPE STEREO TL=52.0MM　,[]
MPN-C-4UCON-13382,4Ucon Online Connectors,C-4UCON,13382,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=13382,3.5Φ EARPHONE PLUG4PIN  ASSEMBLY TYPE STEREO L=60.5MM SPRING TYPE　,[]
MPN-C-4UCON-20636,4Ucon Online Connectors,C-4UCON,20636,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20636,6.3Φ EARPHONE PLUG 3P ASSEMBLY TYPE STEREO TL=88MM 　,[]
MPN-C-4UCON-20906,4Ucon Online Connectors,C-4UCON,20906,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20906,3.5Φ EARPHONE JACK HEIGHT:3.0MM  7P W=9.45MM METAL SHIELDED TYPE  BLACK INSULATOR  TAPE&REEL 400PCS/REEL WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-20907,4Ucon Online Connectors,C-4UCON,20907,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20907,3.5Φ EARPHONE JACK HEIGHT:3.0MM  6P W=9.45MM METAL SHIELDED TYPE  BLACK INSULATOR  TAPE&REEL 400PCS/REEL WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-20908,4Ucon Online Connectors,C-4UCON,20908,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20908,3.5Φ EARPHONE JACK HEIGHT:3.0MM  5P W=9.45MM METAL SHIELDED TYPE  BLACK INSULATOR  TAPE&REEL 400PCS/REEL WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-20937,4Ucon Online Connectors,C-4UCON,20937,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20937,6.35Φ EAR PHONE JACK6P DIP 90° STEREO  BUSHING  WITH THREADED 2 POSTS=16.4+0MM　,[]
MPN-C-4UCON-05571,4Ucon Online Connectors,C-4UCON,05571,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05571,3.81 V.35 CRIMP WIRE  PLUG MALE SILVER ALUMINUM HOOD PLASTIC SR WITH SCREW ACCESSORIES　,[]
MPN-C-4UCON-05576,4Ucon Online Connectors,C-4UCON,05576,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05576,"3.81 V.35 CRIMP WIRE  PLUG MALE TERMINAL 1 LATCH GOLD PLATED 5U"" 2500PCS/REEL　",[]
MPN-C-4UCON-05577,4Ucon Online Connectors,C-4UCON,05577,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05577,"3.81 V.35 CRIMP WIRE  SOCKET FEMALE TERMINAL 1 LATCH GOLD PLATED 5U"" TAPE&REEL 2500PCS/REEL　",[]
MPN-C-4UCON-05574,4Ucon Online Connectors,C-4UCON,05574,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05574,3.81 V.35 CRIMP WIRE  SOCKET SILVER COLOR ALUMINUM HOOD PLASTIC SR WITH SCREW ACCESSORIES ENTRY HOLE: Φ9.0　,[]
MPN-C-4UCON-07916,4Ucon Online Connectors,C-4UCON,07916,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07916,3.81 V.35 CRIMP WIRE  SOCKET M34 FEMALE TERMINAL 1 LATCH GOLD FLASH TAPE&REEL 2500PCS/REEL　,[]
MPN-C-4UCON-05579,4Ucon Online Connectors,C-4UCON,05579,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05579,BATTERY HOLDER FOR CR2325 DIP 180° BLACK INSULATOR　,[]
MPN-C-4UCON-06076,4Ucon Online Connectors,C-4UCON,06076,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06076,BATTERY HOLDER FOR CR2032 DIP 180° H=7.6MM  BLACK INSULATOR 　,[]
MPN-C-4UCON-21231,4Ucon Online Connectors,C-4UCON,21231,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21231,BATTERY HOLDER 2AA BATTERY BOX 2X04P BLACK INSULATOR (1 BAG=96PCS)　,[]
MPN-C-4UCON-21232,4Ucon Online Connectors,C-4UCON,21232,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21232,BATTERY HOLDER 2AA BATTERY BOX DUAL DECK 2X04P BLACK INSULATOR (1BAG=50PCS)　,[]
MPN-C-4UCON-19482,4Ucon Online Connectors,C-4UCON,19482,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19482,BATTERY HOLDER FOR CR2450 DIP 180° BLACK INSULATOR 　,[]
MPN-C-4UCON-19301,4Ucon Online Connectors,C-4UCON,19301,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19301,BATTERY HOLDER FOR CR2032 DIP UPRIGHT TYPE BLACK INSULATOR WITHSTAND HIGH TEMPERATURE 　,[]
MPN-C-4UCON-15728,4Ucon Online Connectors,C-4UCON,15728,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15728,BATTERY HOLDER BATTERY HOLDER FOR CR2032 DIP 180° BLACK INSULATOR 　,[]
MPN-C-4UCON-21551,4Ucon Online Connectors,C-4UCON,21551,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21551,BATTERY HOLDER FOR CR2430 DIP 180° BLACK INSULATOR　,[]
MPN-C-4UCON-21452,4Ucon Online Connectors,C-4UCON,21452,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21452,BATTERY HOLDER FOR CR1220 SMT 180° ( 1 TRAY= 100PCS )　,[]
MPN-C-4UCON-21854,4Ucon Online Connectors,C-4UCON,21854,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21854,BATTERY HOLDER FOR CR2450 SMT 90° FULL METAL　,[]
MPN-C-4UCON-21855,4Ucon Online Connectors,C-4UCON,21855,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21855,BATTERY HOLDER FOR CR2450 DIP 90° FULL METAL　,[]
MPN-C-4UCON-21978,4Ucon Online Connectors,C-4UCON,21978,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21978,BATTERY HOLDER BATTERY CLIP SMT T3:FOR 18350/18650/CR123A BATTERY　,[]
MPN-C-4UCON-22138,4Ucon Online Connectors,C-4UCON,22138,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22138,BATTERY HOLDER FOR CR2032 DIP 180° WHITE INSULATOR WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-22166,4Ucon Online Connectors,C-4UCON,22166,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22166,BATTERY HOLDER FOR CR2032 SMT 90° FULL METAL TAPE&REEL 500PCS/REEL　,[]
MPN-C-4UCON-22142,4Ucon Online Connectors,C-4UCON,22142,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22142,BATTERY HOLDER FOR CR2032 SMT 180° WHITE INSULATOR GOLD FLASH TAPE&REEL 500PCS/REEL　,[]
MPN-C-4UCON-22079,4Ucon Online Connectors,C-4UCON,22079,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22079,BATTERY HOLDER FOR CR2032 DIP UPRIGHT TYPE BLACK INSULATOR (TRAY)　,[]
MPN-C-4UCON-05580,4Ucon Online Connectors,C-4UCON,05580,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05580,SQUARE BATTERY HOLDER  FOR CR2032 SMT 180° WITHE INSULATOR TRAY　,[]
MPN-C-4UCON-05581,4Ucon Online Connectors,C-4UCON,05581,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05581,SQUARE BATTERY HOLDER  BATTERY HOLDER FOR CR2032 SMT 180° WHITE INSULATOR GOLD FLASH TAPE&REEL 500PCS/REEL　,[]
MPN-C-4UCON-19035,4Ucon Online Connectors,C-4UCON,19035,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19035,2.0 BATTERY CONNECTOR04P FEMALE SMT 180° CONTACT H=1.5MM WITHOUT POST TAPE&REEL 1K/REEL　,[]
MPN-C-4UCON-19499,4Ucon Online Connectors,C-4UCON,19499,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19499,DVI MALE SOLDER WIRE/MOLDING TYPE24+1PIN WITH BACK INSULATOR SELECTIVE GOLD FLASH TRAY 　,[]
MPN-C-4UCON-19637,4Ucon Online Connectors,C-4UCON,19637,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19637,DVI FEMALE PCB TYPE24+1PIN DIP 90° WITH POST RIVET TYPE WITH BOARDLOCK ATTACH SEPARATED JACKSCREW  SELECTIVE GOLD FLASH NICKEL SHELL TRAY　,[]
MPN-C-4UCON-09400,4Ucon Online Connectors,C-4UCON,09400,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=09400,DVI FEMALE PCB TYPE24+1PIN DIP 90° WITH POST RIVET TYPE WITH BOARDLOCK WITHOUT FRONT JACKSCREW SELECTIVE GOLD FLASHTRAY 　,[]
MPN-C-4UCON-09401,4Ucon Online Connectors,C-4UCON,09401,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=09401,DVI FEMALE PCB TYPE24+5PIN DIP 90° WITH POST RIVET TYPE WITH BOARDLOCK WITHOUT FRONT JACKSCREW WHITE INSULATOR SELECTIVE GOLD FLASH TRAY　,[]
MPN-C-4UCON-09402,4Ucon Online Connectors,C-4UCON,09402,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=09402,DVI FEMALE PCB TYPE24+1PIN DIP 90° WITH POST RIVET TYPE WITH BOARDLOCK WITH FRONT JACKSCREW SELECTIVE GOLD FLASH NICKEL SHELL TRAY 　,[]
MPN-C-4UCON-09403,4Ucon Online Connectors,C-4UCON,09403,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=09403,DVI FEMALE PCB TYPE24+5PIN DIP 90° WITH POST RIVET TYPE WITH BOARDLOCK&FRONT JACKSCREW SELECTIVE GOLD FLASH TRA　,[]
MPN-C-4UCON-02959,4Ucon Online Connectors,C-4UCON,02959,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=02959,DVI FEMALE PCB TYPE24+5PIN DIP 90° WITH POST RIVET TYPE WITH BOARDLOCK ATTACH SEPARATED JACKSCREW SELECTIVE GOLD FLASH NICKEL SHELL TRAY　,[]
MPN-C-4UCON-09390,4Ucon Online Connectors,C-4UCON,09390,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=09390,DVI HOODDVI ASSEMBLY HOOD (PVC HOOD) METAL SHELL+THUMBSCRE W 9.0Φ BLACK INSULATOR　,[]
MPN-C-4UCON-09391,4Ucon Online Connectors,C-4UCON,09391,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=09391,DVI HOODDVI ASSEMBLY HOOD (PVC) METAL SHELL+THUMBSCRE W 8.5Φ BLACK (BLACK)　,[]
MPN-C-4UCON-21672,4Ucon Online Connectors,C-4UCON,21672,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21672,0.5 HDMI FEMALE PCB TYPE19P SMT 90°  WITHOUT POST 4 SHELL TABS:DIP WITH 2 SIDES LATCHES SHELL:COPPER ALLOY NICKEL PLATED SELECTIVE GOLD FLASH TAPE&REEL 480PCS/REEL　,[]
MPN-C-4UCON-05586,4Ucon Online Connectors,C-4UCON,05586,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05586,"2.0 FUTURE BUS PLUG PRESS FIT 180°5X06 SELECTIVE GOLD PLATED 10U"" WITHSTAND HIGH TEMPERATURE TUBE　",[]
MPN-C-4UCON-05587,4Ucon Online Connectors,C-4UCON,05587,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05587,2.0 FUTURE BUS PLUG PRESS FIT 180°5X12P WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-18198,4Ucon Online Connectors,C-4UCON,18198,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=18198,"2.0 FUTURE BUS PLUG PRESS FIT 180°4X06P SELECTIVE GOLD PLATED 10U"" WITHSTAND HIGH TEMPERATURE　",[]
